Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Sexual orientation,Cisgender and transgender,Gender,Lgbtq+,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65492753d3bad7196a4a4c37,616c02aa268eef1a5df08f1e,APPROVED,2023-11-06T17:50:26.697000Z,2023-11-06T18:36:42.049000Z,2023-11-20T15:49:34.530000Z,2023-11-06T18:36:42.564704Z,2776,NOCODE,155,homosexual,Rather not say,Non-binary (would like to give more detail),Yes,24,Female,Mixed,South Africa,South Africa,South Africa,Afrikaans,Yes,Part-Time
654927532246e0c6ac869543,6171b75b3c2b59f8487b4814,APPROVED,2023-11-06T17:52:15.986000Z,2023-11-06T18:52:17.266000Z,2023-11-20T16:08:16.246000Z,2023-11-06T18:52:17.748501Z,3602,NOCODE,274,heterosexual,No,Non-binary (would like to give more detail),Yes,28,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Part-Time
654927a9cb8a91ab700eb4ae,646e77b7e955663ad7597acc,APPROVED,2023-11-06T17:52:54.586000Z,2023-11-06T18:20:42.129000Z,2023-11-20T16:14:01.686000Z,2023-11-06T18:20:42.757855Z,1668,NOCODE,87,asexual,Yes,Non-binary (would like to give more detail),Yes,24,Female,Asian,Netherlands,Netherlands,Netherlands,Dutch,No,Unemployed (and job seeking)
654927ab6818d11de76c36d3,5f511bec133110302c132ada,APPROVED,2023-11-06T17:51:39.675000Z,2023-11-06T19:18:06.537000Z,2023-11-20T15:52:34.452000Z,2023-11-06T19:18:07.200520Z,5187,NOCODE,204,homosexual,Yes,Non-binary (would like to give more detail),Yes,24,Female,Black,South Africa,South Africa,South Africa,Other,No,Unemployed (and job seeking)
654927c65e82c9fe10c50422,60783c9fc85e24b9cca661cd,APPROVED,2023-11-06T17:52:06.800000Z,2023-11-06T18:40:10.285000Z,2023-11-20T15:46:59.408000Z,2023-11-06T18:40:10.784720Z,2884,NOCODE,161,bisexual,No,Non-binary (would like to give more detail),Yes,31,Male,White,Greece,Greece,Greece,Greek,No,Unemployed (and job seeking)
65492817d4e716db83598335,6081342ebd43daf29472c5e6,APPROVED,2023-11-06T17:53:27.711000Z,2023-11-06T18:19:17.665000Z,2023-11-20T16:11:28.012000Z,2023-11-06T18:19:18.151087Z,1550,NOCODE,88,bisexual,No,Non-binary (would like to give more detail),Yes,28,Female,White,Romania,Italy,Romania,Italian,No,Full-Time
6549286b4ff04271c9f22765,5ca08267441b4700179b38d9,APPROVED,2023-11-06T17:55:35.861000Z,2023-11-06T18:25:59.621000Z,2023-11-20T15:27:49.469000Z,2023-11-06T18:26:00.114577Z,1824,NOCODE,52,homosexual,Yes,Non-binary (would like to give more detail),Yes,30,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Other
6549287c1006c95334c1e30e,5ecd39136524360702550183,APPROVED,2023-11-06T17:56:08.492000Z,2023-11-06T18:58:56.430000Z,2023-11-20T16:06:42.043000Z,2023-11-06T18:58:56.860475Z,3768,NOCODE,187,bisexual,Yes,Non-binary (would like to give more detail),Yes,31,Female,White,Russian Federation,Israel,Israel,Russian,No,Part-Time
65492b0559b098cc7d464cf2,5dbd7193e8add82b72d795f2,APPROVED,2023-11-06T18:05:57.183000Z,2023-11-06T18:42:58.368000Z,2023-11-20T15:34:21.807000Z,2023-11-06T18:42:58.862490Z,2222,NOCODE,1037,other,Yes,Non-binary (would like to give more detail),Yes,36,Female,White,Switzerland,Switzerland,United States,Italian,No,Unemployed (and job seeking)
654928324922ec854b97284c,5e9127eeb7dd31464e185f53,REJECTED,2023-11-06T17:53:59.172000Z,2023-11-06T18:23:08.294000Z,2023-11-20T16:15:09.378000Z,2023-11-06T18:23:09.162000Z,1750,NOCODE,340,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6549289593c8ae4ef7a1fddb,6508656d355eec83dd51f160,RETURNED,2023-11-06T17:55:33.167000Z,,,,,,26,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
655b881e05ad3ae44b813d9b,5f8f7b6a2650711e2238f6d5,RETURNED,2023-11-20T16:23:58.579000Z,,,,,,296,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
